#    L    TT             EE             TE             PP             TP          
     2    0.11281E+04    0.54881E-01    0.33817E+01    0.10114E+07    0.32085E+05
     3    0.10502E+04    0.88313E-01    0.42343E+01    0.15564E+07    0.38034E+05
     4    0.97791E+03    0.97755E-01    0.43464E+01    0.20387E+07    0.40756E+05
     5    0.92221E+03    0.85338E-01    0.40195E+01    0.24637E+07    0.41773E+05
     6    0.88170E+03    0.62030E-01    0.34872E+01    0.28380E+07    0.41853E+05
     7    0.85349E+03    0.38882E-01    0.28980E+01    0.31691E+07    0.41422E+05
     8    0.83437E+03    0.22214E-01    0.23431E+01    0.34633E+07    0.40665E+05
     9    0.82221E+03    0.13102E-01    0.18687E+01    0.37258E+07    0.39676E+05
    10    0.81544E+03    0.94192E-02    0.14998E+01    0.39604E+07    0.38555E+05
    11    0.81251E+03    0.82925E-02    0.12445E+01    0.41715E+07    0.37424E+05
    12    0.81353E+03    0.77398E-02    0.11002E+01    0.43608E+07    0.36342E+05
    13    0.81672E+03    0.69109E-02    0.10427E+01    0.45307E+07    0.35316E+05
    14    0.82114E+03    0.60052E-02    0.10431E+01    0.46839E+07    0.34337E+05
    15    0.82707E+03    0.53139E-02    0.10823E+01    0.48219E+07    0.33374E+05
    16    0.83486E+03    0.50431E-02    0.11446E+01    0.49462E+07    0.32404E+05
    17    0.84442E+03    0.51884E-02    0.12150E+01    0.50582E+07    0.31453E+05
    18    0.85481E+03    0.55083E-02    0.12820E+01    0.51594E+07    0.30549E+05
    19    0.86686E+03    0.58697E-02    0.13400E+01    0.52503E+07    0.29686E+05
    20    0.87887E+03    0.62503E-02    0.13842E+01    0.53316E+07    0.28850E+05
    21    0.89119E+03    0.66952E-02    0.14206E+01    0.54044E+07    0.28035E+05
    22    0.90410E+03    0.73361E-02    0.14556E+01    0.54696E+07    0.27240E+05
    23    0.91741E+03    0.82279E-02    0.14907E+01    0.55278E+07    0.26473E+05
    24    0.93116E+03    0.93662E-02    0.15267E+01    0.55794E+07    0.25742E+05
    25    0.94531E+03    0.10760E-01    0.15655E+01    0.56250E+07    0.25046E+05
    26    0.95965E+03    0.12379E-01    0.16095E+01    0.56652E+07    0.24383E+05
    27    0.97443E+03    0.14178E-01    0.16559E+01    0.57003E+07    0.23748E+05
    28    0.98949E+03    0.16144E-01    0.17018E+01    0.57308E+07    0.23134E+05
    29    0.10049E+04    0.18287E-01    0.17454E+01    0.57568E+07    0.22548E+05
